Mpp6	1.2021329385687447
Dfna5	1.391238670694864
Osbpl3	1.2487703252415716
Cycs	2.6233062330623302
5430402O13Rik	1.1121562952243127
4921507P07Rik	1.1426914153132255
Npvf	1.0
C530044C16Rik	1.1975774440069604
Gm6559	1.2600690448791718
Nfe2l3	1.1964047285635195
Hnrnpa2b1	1.3846153846153846
Cbx3	1.4445826971587599
Snx10	1.063520183453254
Skap2	1.1335786505511907
Halr1	1.0
Hoxa3	1.2222222222222223
Hoxaas3	1.0
Hoxa5	1.0
Hoxa9	3.000000000000003
Hoxa10	1.0
Evx1os	1.0
1700094M24Rik	1.0
Hibadh	1.134637991925275
Tax1bp1	1.0835712403373154
Jazf1	1.0985261005864773
Gm4872	1.0
9430076C15Rik	1.0083421166464597
Creb5	1.0695661304793405
Tril	1.0
Cpvl	1.2316569532242012
4921529L05Rik	1.1536916898362681
Chn2	1.1262268970954525
9130019P16Rik	1.2347726942271733
Wipf3	1.041388518024032
Scrn1	1.25
Fkbp14	1.2313432835820897
Plekha8	1.3031267358497423
Mturn	1.0
Znrf2	1.2293182649701209
Nod1	1.167209963765763
Ggct	0.8812500000000001
Gars	1.3124492240956005
Crhr2	1.0985915492957745
Inmt	1.0
Fam188b	1.078334167070295
Aqp1	1.2
Ghrhr	2.0
Adcyap1r1	1.0
Neurod6	1.0
Gm3279	1.6363636363636367
Ccdc129	1.3362658811915995
Pde1c	1.190049584928806
Lsm5	1.0
Avl9	1.1176307082642336
Kbtbd2	0.9868578255675031
Fkbp9	1.1947375571758527
Nt5c3	1.2603596559812353
Vmn1r5	0.5
Vmn1r7	1.0714285714285718
Vmn1r11	0.8
Vmn1r13	0.333333333333333
Vmn1r14	0.75
Ppm1k	1.1802943355139266
Herc6	1.3688596895389231
Pyurf	1.0606060606060606
Lancl2	1.1143867924528301
Vopp1	1.116731779972607
Vmn1r27	1.0
Vmn1r29	1.0
Vmn1r30	1.0
Abcg2	1.126351675789878
Herc3	1.1216150976519639
Fam13a	0.9970077703444048
Tigd2	0.9499999999999997
Gprin3	1.0400000000000003
